peek_index,side,ads,signal,p000,p001,p002,p003,p004,p005,p006,p007,p008,p009,p010,p011,p012,p013,p014,p015,p016,p017,p018,p019,p020,p021,p022,p023,p024,p025,p026,p027,p028,p029,p030,p031,p032,p033,p034,p035,p036,p037,p038,p039,p040,p041,p042,p043,p044,p045,p046,p047,p048,p049,p050,p051,p052,p053,p054,p055,p056,p057,p058,p059,p060,p061,p062,p063,p064,p065,p066,p067,p068,p069,p070,p071,p072,p073,p074,p075,p076,p077,p078,p079,p080,p081,p082,p083,p084,p085,p086,p087,p088,p089,p090,p091,p092,p093,p094,p095,p096,p097,p098,p099,p100,flags
0,L,False,omega,22.514249093258776,22.514249093258776,22.142912266679335,20.650161646658926,19.900009500062364,19.899858391087704,18.615169975309534,16.89376588359489,17.01766922638209,17.47757618646103,18.951141940646306,18.973001489625155,17.4993038749229,17.019318200438903,16.88608191677488,15.451458151894824,14.695253523716849,16.14264205354599,16.94925084030823,17.082492246125184,17.117519637035528,17.117383570315482,16.985982030967083,17.658868091319736,20.972827355127293,20.389222404888322,15.627700144416547,16.582640611761327,19.636880459511644,18.25299673295945,17.453978400865697,18.927521048576125,18.993225836482868,17.51954151403509,15.852376033753968,14.112351009249,14.069202639924848,14.069202639924848,14.069202639924848,14.069202639924848,14.069202639924848,12.909945364018586,11.303174890355429,12.814319807187488,13.717314999040978,12.11054452537782,11.25536211193988,11.25536211193988,10.104073632415243,8.497303158794015,9.992510482778963,10.567524422935394,7.353983475692935,5.62768105596994,5.62768105596994,5.62768105596994,5.62768105596994,5.62768105596994,5.62768105596994,5.62768105596994,5.62768105596994,5.62768105596994,6.763031942689392,8.369802416310621,8.44152158395491,9.45266586028462,14.406231832032047,17.116468013637427,17.116609688374773,20.468111935801886,25.244688557615113,27.227431941659994,28.69861656425037,28.699062797516774,29.56618100364873,31.50148624187335,36.45027971800703,42.71105076009894,40.0823913377872,38.53450419666767,43.59923613091107,43.33999568159262,36.38579849424346,34.78057823469268,35.55918121090151,31.900487041804748,27.92117309572478,23.771236413814528,20.529880491562928,18.454300177664127,13.02997190514318,6.078281190221832,4.749521993399702,3.562730610357015,1.2890633762547559,0.0,0.0,0.0,0.0,1.4958447830998565,2.9345119380036286,
0,L,False,epsilon,11.159067867555452,11.057843705252644,10.959562121372556,10.870166938709318,10.761147392379883,10.632307857676432,10.528611141206397,10.433462454293299,10.325435343757915,10.216845168225218,10.10670762291207,10.019217078591637,9.95505762182355,9.861764919995471,9.758306359660454,9.654768868323085,9.55081859235314,9.445555339659377,9.338534973084414,9.229668132454703,9.11192485120107,8.991003547506711,8.85646187874253,8.726673540545987,8.61312937813107,8.517846926736155,8.442139757339328,8.318647779984197,8.177607430053294,8.061821957277086,7.945731928574966,7.826894366877005,7.7028380985272555,7.573075476890077,7.449643790503306,7.328596155684758,7.218478177830005,7.10841000078733,6.997551381614142,6.8977947080581705,6.810421201638885,6.713540504375769,6.61298970430778,6.499761118027745,6.3859730010155635,6.271576118833593,6.162519723900463,6.059539916677774,5.956054036820043,5.852367940444929,5.759717697653175,5.669906215447625,5.589061091704526,5.513483453338762,5.44402001426761,5.357009005965811,5.262884995976468,5.191279779328891,5.117990972933008,5.034814163968975,4.945986900044088,4.850468653672,4.754739084759669,4.658921770655116,4.551635593241177,4.438107439859074,4.302331219136703,4.1771103105630285,4.064640934825106,3.9115421488023747,3.7411668178655737,3.5293296122752658,3.319508802050913,3.126495639495691,2.9231845642477863,2.707181147318033,2.4687529775647215,2.22056177895976,2.0080489898043714,1.8009242713298521,1.6076135786170749,1.4571823002915942,1.360672380613511,1.228227608644175,1.07976812264394,0.9914128468372833,0.9167406930552567,0.8843945040277185,0.8612189175124405,0.8498098851637123,0.8505765346068601,0.8568965070563888,0.8637631525370617,0.8704447242037284,0.8761403349445875,0.8817904614260821,0.8873810389907132,0.8928509218043988,0.898264477424768,0.8980002092766833,0.8952310344809358,
1,R,False,omega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8365186047706605,1.805916569648743,0.3671785745519813,4.345030543587838,5.948225733540778,6.69248906646885,8.211647967348615,11.81126512245843,18.359466395748466,28.21241486088314,32.190305252249104,44.521715018120716,58.7504005681506,56.76145537242567,63.95220734064249,71.78561810566744,75.7635084971173,92.83278504516582,103.46262333281616,106.79591393935586,104.80624056015162,115.25152831182916,125.73167509916705,121.87135023434465,150.40994685980507,148.73356586052742,106.13404357732861,159.64380906966608,166.7700732436523,148.86947948691966,146.82433933220202,141.6876660367055,139.38065574923186,143.35771583527648,120.87959111366548,110.07978946207004,109.65072442049564,103.96976178303964,93.96332258157813,86.41281667901514,89.13437434414466,76.79982830871886,69.92025267613884,71.67388682391145,69.35913841619112,64.59319073881828,58.88056808429059,54.946634228928176,52.37062009755693,47.95790699289029,40.06310671971368,37.69213830089554,37.81141128912822,38.40925627880294,30.38081594303982,23.842094767766834,19.148803178414955,17.32412426567214,11.655303002841414,7.498517636041209,5.386724644119087,1.407934078872179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9893592404527802,1.652765539724103,0.336629742857393,2.3260250254808468,2.8157600314001687,2.142464503556667,0.15306922093321296,2.5970646059518927,
1,R,False,epsilon,28.490124198830866,28.50003973438875,28.509254793622354,28.517769446901582,28.525289030769585,28.531905953582513,28.537822955369887,28.542948023718658,28.546657102036455,28.549811827863294,28.54956504394422,28.520030187800348,28.47894750475969,28.42828723054124,28.366146132913478,28.25142460182746,28.118747393516532,27.975172659291857,27.84417836214181,27.571715359594464,27.207297627267653,26.85329980771277,26.377686819845316,25.892097413903166,25.454916676163116,24.85517413607633,24.202739541122682,23.505056903595108,22.749996394126683,22.22929510254994,21.709147474441288,20.918458071860154,19.97939377186913,19.201869597731452,18.635365096882474,17.46637371659384,16.48674521293142,15.603009449529662,14.629419448518712,13.80031842620589,13.141679261341242,12.706491519402068,11.999837871083248,11.26156950754174,10.525925973183714,9.92183947695321,9.327563468477488,8.750502375797272,8.205310006492406,7.740654739187211,7.287657074684547,6.844393659663619,6.593833304426569,6.253364077499916,5.8669717515555355,5.505020211658084,5.129214256172261,4.773729581513756,4.456302891615211,4.167759214071987,3.8966711963324205,3.6452396188652667,3.433218698368969,3.2765442881951223,3.1358494233036556,2.9834127171734384,2.844150530890097,2.728220150697155,2.6370315124624253,2.559493285510965,2.4813358215499433,2.4026260854191612,2.3232058070775,2.2430595946232024,2.1624057496201217,2.08123699164579,1.9992537867267945,1.9191172443781,1.840870916262789,1.7652814769396448,1.6919205678940723,1.620285984515641,1.5506147624488136,1.4871721552394552,1.4276094360166578,1.3718819935821578,1.3220030587811393,1.276150255122369,1.2337962451811173,1.1958488366169158,1.1625645443164263,1.1324687913440765,1.1055237887750884,1.0994213978022864,1.0964274177025586,1.0939143281060033,1.0829190868303118,1.0876407357359799,1.0926576171684195,1.0882188905305252,1.0999827887429,
2,L,False,omega,0.0,0.0,0.0,0.0,0.0,0.0,1.7390045493863502,4.163416116482754,7.129414413719851,11.218478681792824,16.67579905004745,19.63805986991434,23.428300254556994,32.99139793674742,38.652523168481096,43.64197852624448,52.00502846542387,64.20010156353486,64.19766039659187,75.26258233679998,81.68766148347835,82.02764795893287,85.77495093890231,77.6472565219887,87.32243555082854,99.51508304886357,90.8008061282457,94.87584316723452,83.75151172321861,57.36296024470644,24.766713474503817,44.50844536698507,102.95040475637917,92.96291602915178,39.04665895944188,88.8666269951204,81.12505381663215,74.75531446965613,78.70276077036142,96.01147848596464,113.29869892538909,82.33185403902274,58.01461450708103,66.29183005813844,55.6496008708106,55.38378491445342,51.82527691142887,46.5831946290607,53.23846454737102,48.10387519585781,42.91688528660884,41.292632236004785,45.7133976520486,41.99383155672229,39.05919767169225,36.64863757207342,33.94577114794552,27.124240125138243,22.471696494640348,19.119890928621867,16.632201014698524,14.501647786817026,14.351173982519306,14.351309260016391,14.351443440601978,14.344883088715223,14.130378488852681,15.789283252838588,16.199110071146702,14.035138395402226,11.65438454434829,9.74593040769652,7.555696646122055,5.120395715649949,2.954275933161198,2.8156280311198043,1.4372864000167849,0.0,0.0,0.0,0.0,0.0,0.30173278906568474,2.4679040060124833,2.815530256442732,3.3008567461231015,3.9815252727594457,3.981542889073731,3.136757685289187,2.815407241789538,2.0716935767740803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,L,False,epsilon,26.89490302559811,26.89565988940635,26.8958864764924,26.8958864764924,26.8958864764924,26.8958864764924,26.88230050347538,26.85685706334794,26.816116501200757,26.748453010624115,26.634907792759005,26.475708850381153,26.284713961572358,26.081690570326867,25.828553361051622,25.551871229346215,25.263718217805977,24.9600855632274,24.549219267066523,24.11008160758326,23.602739471503785,23.042687176036466,22.5072715932263,21.95381553979776,21.335382798659243,20.706986492004184,20.148427826961807,19.836161739474232,19.354534109688235,18.93512530320979,18.667710367660113,18.146746486312555,17.62413686281679,17.236337066681518,16.877971856951234,16.165906437916316,15.726436382147801,15.258641450249295,14.688105796358963,13.970217474182505,13.38050498455006,12.946242792109132,12.499559226776858,11.980269382914347,11.667539094235746,11.241459294376433,10.833398076702892,10.498748781127638,10.283943726420649,9.952064459792858,9.611241583843658,9.257717385676417,8.878409354469035,8.565488920185944,8.23731195101841,7.939539426298424,7.694898158661091,7.4807419442796,7.3231121166813855,7.150236583237719,6.96055865070437,6.795696549097659,6.614338239278923,6.452020620003044,6.290292764060259,6.105584163630193,5.919952800335833,5.7482463305375875,5.59417955252067,5.4547113334084605,5.303152440389543,5.1480385456930104,5.020245147515968,4.9158367738507955,4.808023417110497,4.718464202151929,4.6297511004233245,4.54059780234866,4.451178896108426,4.36530736008261,4.282050114629264,4.201214021297334,4.120470051689887,4.028488226073416,3.952646768538432,3.874832595457492,3.7943441877181336,3.7189449909906287,3.6496097603999167,3.598024261749278,3.55816014445717,3.522471812324855,3.4922575645568883,3.4661659728305674,3.4439516386614057,3.4249952170733082,3.4071405355635624,3.390375747223305,3.374512689427756,3.359550849875356,3.345556470462222,
3,R,False,omega,0.0,0.0,0.7691599872055055,2.5617399808082584,1.2776800255889893,0.0,0.0,0.0,0.0,0.0,0.0,0.012754568617066194,3.596428034461329,7.180101500221703,10.763774966065967,18.97962669877422,26.896682846631734,32.27219304539813,40.265328475070476,49.800594122015696,62.32705755133665,71.75221485027706,78.97720299855288,95.09453856631603,111.99483168695315,129.9071262285045,118.35024022393472,115.39575480870491,144.06235550725336,153.2980182401429,152.37072054871294,136.2475920769446,133.66887284118343,140.738204967557,138.92805558126432,139.48973119686926,143.07307065311963,132.6645130523296,119.62783974763936,105.37550688519792,98.8846837228077,96.72343105098064,102.21298385125155,94.05346129231991,76.60109612843704,85.71012550854876,80.34009638055726,56.78833119962194,60.17751034829219,62.09283357013854,51.46276404007117,43.21832912220598,36.74698490814293,34.977781497943745,32.01814167548037,28.199314627175834,22.860847831712185,19.11648918224942,17.345255392087022,14.049173918489807,10.994435622633626,8.981520364143012,5.8149215015541,3.985363845294731,11.154254593743415,11.954217579209091,8.446316100122058,8.446316100122058,9.253594721874368,11.04581740898654,11.261754800162743,11.261754800162743,11.261754800162743,9.939678842971633,9.044035988647252,12.628481362871593,14.077193500203428,14.077193500203428,14.077193500203428,14.890850779904833,16.68307346701702,17.023705088853525,17.079494084264883,16.93114764351648,15.564295778107901,13.46681856084639,9.882345966657233,6.297873372468061,2.7644304292994244,0.972194132204834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,R,False,epsilon,24.87349159584216,24.883052574283017,24.89195007169326,24.89996476218181,24.90746793509431,24.914578995126615,24.92092685383945,24.92650792666572,24.931629728157706,24.93583694505677,24.939429480886915,24.942463321251267,24.916548957968736,24.8659599640752,24.78301275409307,24.650982491057214,24.498871226981066,24.316995377936134,24.07505677883218,23.794721402319684,23.42854413608062,22.955584444140445,22.40605155935908,22.048566511067477,21.573868317295872,20.947667823891067,20.28310787121262,19.56273020715021,18.722862263626315,17.962324447714,17.231789410001134,16.49945252013015,15.708495076627006,14.876833791940296,14.181187409625256,13.625682707017509,13.248716069317606,12.638528343585216,11.979284175764601,11.287404123261961,10.777272887971968,10.313105467945013,9.728430430572084,9.182526947562664,8.66669943833337,8.330147810041368,7.95449151788819,7.529730466861013,7.275932072383707,7.029801887072369,6.743498788368462,6.486514117480882,6.244535921988968,6.0246319858759225,5.820239091827362,5.6276705068275215,5.489638845008913,5.351512307709117,5.213268337240853,5.109363982744151,5.014550404290789,4.929369322861111,4.853488311107091,4.769403646542495,4.625981850079265,4.506639998331492,4.403851142293937,4.299972309791169,4.183076536410149,4.050299060824077,3.941119056746454,3.830583809285812,3.7097693759654904,3.608781597410238,3.507753650366621,3.371294060848355,3.2282612651791873,3.0809283429878307,2.939803444555223,2.8014719667429664,2.6665000665509426,2.4980699245647657,2.3492450245589724,2.253383490628615,2.1717090385750657,2.0981960958657466,2.0403147298808157,1.9935532021589704,1.954745278011496,1.9337351771180424,1.9148420665756845,1.8984587362438916,1.8861723294481028,1.875867115273266,1.8687206152604041,1.865009862150694,1.8632782740208562,1.865356722968392,1.8689244294345913,1.8735519729095433,1.880571358539173,
4,L,False,omega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1524466437064211,3.198994726642021,9.356978208251116,14.15101303613573,17.43594705012009,20.82964327904693,25.823387663087274,34.52445081814757,42.21867317421568,49.29013564054844,54.84557436460654,66.01738604094439,82.03120083053871,67.34222638377318,67.27286137841008,95.85696178016869,100.76847614614248,101.13018091017003,111.70548402959916,114.88290236972159,113.15785362008366,115.11121627211847,113.90709891624451,108.41738448011782,113.41950462871336,118.27294846010987,116.50536640831251,112.22130334445785,108.51087148012641,128.07168209204033,124.29336841760926,95.88059869473075,110.5066959773695,120.57975551638168,109.88840639875217,105.63617320739367,103.60193655356086,100.05795802563301,93.59667186678753,84.73672554696792,84.39330107284306,84.4378318670673,84.55699532807411,77.6368221145234,68.80413118662489,59.980794810509934,59.901973371616776,64.96517013441347,52.435770645481455,45.48899708349298,45.76444495990694,42.85800933395342,39.838508673779984,38.1090344316104,32.943967466187445,26.21745060669345,20.611991355554586,15.8549864893643,11.952361694488538,10.052795410153315,7.898716937870864,4.800342181243564,2.13642006453966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0010211650277094,4.508846271054596,7.01668425730547,8.330564619124877,8.960655559855393,10.664142913329758,11.882259047152566,12.501694687110259,9.177924469757574,6.180025088885719,5.761118953964807,4.414560472902507,2.6416299709772724,0.8686994690520375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,L,False,epsilon,26.21150150276593,26.199583217323053,26.186648462175608,26.172265747874544,26.15584879283413,26.139252738927485,26.12346846326275,26.09937360076989,26.068301325747544,25.99960355504169,25.91828213134678,25.822993638621693,25.65518304075681,25.464911228898874,25.243694302924684,24.991645921703498,24.713057248181094,24.3355451669309,23.956869161255042,23.577189709807246,23.156046994805305,22.79183177643818,22.531865295360507,22.077777281468737,21.540943182008913,20.890125899517763,20.288577883750516,19.718332411203544,19.010361691913204,18.343044502482147,17.73090569848204,17.036414645896578,16.349393868736076,15.733340596613125,15.360510584152314,15.077613435630006,14.363518219074313,13.682001015675398,13.034869919646637,12.437059557386043,11.839933638755213,11.232063006580566,10.63257618970652,10.041910580805183,9.48686929116637,8.969373474033695,8.482748185662194,8.2426440594673,7.909417598014975,7.403459436599901,6.9926259120577745,6.612210017275811,6.250120820723946,5.8718671385760945,5.485605203956407,5.194008291331995,4.892825892228286,4.579242786565648,4.328973682806698,4.113571096420694,3.9649031840151947,3.786446522052539,3.5961648018274253,3.4338619624471227,3.2903578862176337,3.165783865495089,3.074394104845018,2.988307694240424,2.9065148058881536,2.8381588325216702,2.774618625841949,2.711002539990869,2.6474030390477803,2.583816540438086,2.5203881544701896,2.4554245250737714,2.388006211354144,2.3135526405544877,2.2331657545466976,2.137195997257507,2.0436923796419295,1.9508639499642355,1.835661092847814,1.7371148449514966,1.659113669837139,1.6035669766265135,1.5531475462137412,1.506670397854882,1.4703354509428939,1.4399476605779584,1.4214507826458487,1.404743947878203,1.389756816914141,1.3777634165747554,1.3670454582032536,1.3583605355121586,1.3502731218078001,1.3425105442278735,1.3353938470170343,1.322119886785332,1.304244444380597,
