peek_index,side,lag_ms,r,n_overlap
1,R,-70.3125,0.0342277898050149,63
1,R,-62.5,0.17476201746980063,64
1,R,-54.6875,0.2629932214002982,65
1,R,-46.875,0.3415689329201288,66
1,R,-39.0625,0.4022709447977696,67
1,R,-31.25,0.44577474711818377,68
1,R,-23.4375,0.4796212650879589,69
1,R,-15.625,0.49974621096705957,70
1,R,-7.8125,0.512129422058655,71
1,R,0.0,0.5152824409766529,72
1,R,7.8125,0.5056621512194155,71
1,R,15.625,0.4893612446749495,70
1,R,23.4375,0.47004870321463865,69
1,R,31.25,0.4432457397768938,68
1,R,39.0625,0.4139514628279413,67
1,R,46.875,0.38348998280495766,66
1,R,54.6875,0.353304043904661,65
1,R,62.5,0.3230013586022509,64
1,R,70.3125,0.2962573902080299,63
1,R,78.125,0.2719080827941243,62
1,R,85.9375,0.24661414853522975,61
1,R,93.75,0.2526711239918908,60
1,R,101.5625,0.25838532601306763,59
1,R,109.375,0.27194165318795005,58
1,R,117.1875,0.285853845729032,57
1,R,125.0,0.3029803255222155,56
1,R,132.8125,0.3184537105836597,55
1,R,140.625,0.33660592420677654,54
1,R,148.4375,0.35500747131643995,53
1,R,156.25,0.37408284288000354,52
1,R,164.0625,0.38642271309939924,51
1,R,171.875,0.3992686397973173,50
1,R,179.6875,0.40812805360135707,49
1,R,187.5,0.40392557115395294,48
1,R,195.3125,0.40450160529369733,47
1,R,203.125,0.3856368774504423,46
1,R,210.9375,0.36635264287626007,45
1,R,218.75,0.3334882777900808,44
1,R,226.5625,0.2868053563692323,43
1,R,234.375,0.2427299039959466,42
1,R,242.1875,0.1687803135995613,41
1,R,250.0,0.08872587610105302,40
2,L,-250.0,0.6480595756562444,35
2,L,-242.1875,0.6973368418175526,36
2,L,-234.375,0.7561987756399592,37
2,L,-226.5625,0.8036692398357427,38
2,L,-218.75,0.8402396219112825,39
2,L,-210.9375,0.8593321313226371,40
2,L,-203.125,0.8844846939894108,41
2,L,-195.3125,0.8934695208294529,42
2,L,-187.5,0.8844237281842279,43
2,L,-179.6875,0.8621067079538749,44
2,L,-171.875,0.8521796465786361,45
2,L,-164.0625,0.8341839927963197,46
2,L,-156.25,0.8323800048427377,47
2,L,-148.4375,0.8174298114139925,48
2,L,-140.625,0.795633211930372,49
2,L,-132.8125,0.7799004546798055,50
2,L,-125.0,0.7046282077581734,51
2,L,-117.1875,0.6835536285448208,52
2,L,-109.375,0.5619979568956719,53
2,L,-101.5625,0.4243240639851952,54
2,L,-93.75,0.2100877793594076,55
2,L,-85.9375,0.041467565769018465,56
2,L,-78.125,-0.09216714809181387,57
2,L,-70.3125,-0.21885364002135296,58
2,L,-62.5,-0.2922472741661296,59
2,L,-54.6875,-0.37791252274833936,60
2,L,-46.875,-0.4375562010259947,61
2,L,-39.0625,-0.4816600275854633,62
2,L,-31.25,-0.5108718629582943,63
2,L,-23.4375,-0.5314516277976764,64
2,L,-15.625,-0.5388743109064146,65
2,L,-7.8125,-0.5450839681525416,66
2,L,0.0,-0.5348969087611889,67
2,L,7.8125,-0.5131011867915556,66
2,L,15.625,-0.491864323948159,65
2,L,23.4375,-0.47129455000779585,64
2,L,31.25,-0.44837187679645935,63
2,L,39.0625,-0.42784324321158207,62
2,L,46.875,-0.4107019505367057,61
2,L,54.6875,-0.39475319105816353,60
2,L,62.5,-0.38551259313928,59
2,L,70.3125,-0.4029589228135125,58
2,L,78.125,-0.42633631794332716,57
2,L,85.9375,-0.44533735719524103,56
2,L,93.75,-0.46722446581900423,55
2,L,101.5625,-0.4867477148114144,54
2,L,109.375,-0.5053551931713727,53
2,L,117.1875,-0.5169741252175218,52
2,L,125.0,-0.5237800650094551,51
2,L,132.8125,-0.522107929949754,50
2,L,140.625,-0.5179019643005732,49
2,L,148.4375,-0.5038625785222962,48
2,L,156.25,-0.48117920814045256,47
2,L,164.0625,-0.444774606897719,46
2,L,171.875,-0.40196589571551894,45
2,L,179.6875,-0.34411721671013007,44
2,L,187.5,-0.2918386181510829,43
2,L,195.3125,-0.22568013442175505,42
2,L,203.125,-0.15827234086645936,41
2,L,210.9375,-0.08090861730302307,40
2,L,218.75,0.01983437143336066,39
2,L,226.5625,0.10703934661844479,38
2,L,234.375,0.21096130285803028,37
2,L,242.1875,0.3053058890188667,36
2,L,250.0,0.40397321023739774,35
3,R,-250.0,-0.7514254423547049,32
3,R,-242.1875,-0.7681349287383661,33
3,R,-234.375,-0.7745415319775778,34
3,R,-226.5625,-0.8046430674074375,35
3,R,-218.75,-0.8045070268792277,36
3,R,-210.9375,-0.8464718246573816,37
3,R,-203.125,-0.8656733949199799,38
3,R,-195.3125,-0.8804946977710972,39
3,R,-187.5,-0.831625761881231,40
3,R,-179.6875,-0.7738199643299728,41
3,R,-171.875,-0.8148877960683847,42
3,R,-164.0625,-0.7687561604676036,43
3,R,-156.25,-0.8045891659903889,44
3,R,-148.4375,-0.7913654714303076,45
3,R,-140.625,-0.7885131796876187,46
3,R,-132.8125,-0.771927797540732,47
3,R,-125.0,-0.699128606734617,48
3,R,-117.1875,-0.6338918542366697,49
3,R,-109.375,-0.4604590572531426,50
3,R,-101.5625,-0.3305218075341698,51
3,R,-93.75,-0.21528309223220715,52
3,R,-85.9375,-0.10357369879838185,53
3,R,-78.125,-0.015107532876048057,54
3,R,-70.3125,0.08702810303587634,55
3,R,-62.5,0.19101586193525896,56
3,R,-54.6875,0.2733414641165002,57
3,R,-46.875,0.3534500994980924,58
3,R,-39.0625,0.41959838187839926,59
3,R,-31.25,0.4812698591495885,60
3,R,-23.4375,0.5260673056512337,61
3,R,-15.625,0.5646905351916026,62
3,R,-7.8125,0.5929610822715893,63
3,R,0.0,0.6207149623509931,64
3,R,7.8125,0.6269945695286409,63
3,R,15.625,0.6328664107641061,62
3,R,23.4375,0.6339197264798239,61
3,R,31.25,0.6302744507167639,60
3,R,39.0625,0.6212883665290985,59
3,R,46.875,0.6096102914514776,58
3,R,54.6875,0.5963064015900846,57
3,R,62.5,0.5808656932091273,56
3,R,70.3125,0.5564250883536123,55
3,R,78.125,0.5598208735158666,54
3,R,85.9375,0.5637485352168496,53
3,R,93.75,0.555512861374346,52
3,R,101.5625,0.537083460716265,51
3,R,109.375,0.5128690504892655,50
3,R,117.1875,0.5063397188186076,49
3,R,125.0,0.4552082521819714,48
3,R,132.8125,0.4223469504041181,47
3,R,140.625,0.39626181383326803,46
3,R,148.4375,0.34089679680008106,45
3,R,156.25,0.337841626722787,44
3,R,164.0625,0.28374690694602794,43
3,R,171.875,0.22755945744807876,42
3,R,179.6875,0.1951710230853472,41
3,R,187.5,0.11929187507385153,40
3,R,195.3125,0.03366350776071072,39
3,R,203.125,-0.06861704936434058,38
3,R,210.9375,-0.13307090374980857,37
3,R,218.75,-0.22830909062169535,36
3,R,226.5625,-0.3717042028617742,35
3,R,234.375,-0.4397115217272798,34
3,R,242.1875,-0.5687508146681025,33
3,R,250.0,-0.660615111128484,32
4,L,-250.0,0.41407687499318485,33
4,L,-242.1875,0.5061453825853057,34
4,L,-234.375,0.5867293303114495,35
4,L,-226.5625,0.654940457755963,36
4,L,-218.75,0.7226418753832262,37
4,L,-210.9375,0.7511983966693687,38
4,L,-203.125,0.8192822317386393,39
4,L,-195.3125,0.8468584565208387,40
4,L,-187.5,0.8751334614339826,41
4,L,-179.6875,0.8968027201323568,42
4,L,-171.875,0.9153912023199858,43
4,L,-164.0625,0.8934234601423147,44
4,L,-156.25,0.8451374954831427,45
4,L,-148.4375,0.8007220918596623,46
4,L,-140.625,0.6518976445253097,47
4,L,-132.8125,0.5361285779516302,48
4,L,-125.0,0.43215924269684325,49
4,L,-117.1875,0.3705048728780635,50
4,L,-109.375,0.28946758430729413,51
4,L,-101.5625,0.2140120447071147,52
4,L,-93.75,0.14286862407048176,53
4,L,-85.9375,0.0707385410084514,54
4,L,-78.125,-0.02770099135891395,55
4,L,-70.3125,-0.08583155694185737,56
4,L,-62.5,-0.16571176250531935,57
4,L,-54.6875,-0.23333609357010224,58
4,L,-46.875,-0.3232147996303486,59
4,L,-39.0625,-0.36859686956692844,60
4,L,-31.25,-0.4257841263254587,61
4,L,-23.4375,-0.4725319178610059,62
4,L,-15.625,-0.5116396324248679,63
4,L,-7.8125,-0.5586297973533703,64
4,L,0.0,-0.5855195872395692,65
4,L,7.8125,-0.5969836691958769,64
4,L,15.625,-0.6130173787685149,63
4,L,23.4375,-0.6187072645799435,62
4,L,31.25,-0.6249100926938169,61
4,L,39.0625,-0.6255944435784255,60
4,L,46.875,-0.6250305975891337,59
4,L,54.6875,-0.6239637302340645,58
4,L,62.5,-0.6179106788287781,57
4,L,70.3125,-0.6085380645336869,56
4,L,78.125,-0.5947013000021609,55
4,L,85.9375,-0.5730940646880657,54
4,L,93.75,-0.5655392942577775,53
4,L,101.5625,-0.5521145559814006,52
4,L,109.375,-0.5303071882012519,51
4,L,117.1875,-0.5030844838611599,50
4,L,125.0,-0.4711816332044145,49
4,L,132.8125,-0.4182595872252993,48
4,L,140.625,-0.3812392911534175,47
4,L,148.4375,-0.3066635603851752,46
4,L,156.25,-0.2487668368654923,45
4,L,164.0625,-0.16517892327729766,44
4,L,171.875,-0.08415063513370961,43
4,L,179.6875,0.027846123054192356,42
4,L,187.5,0.10186546936344092,41
4,L,195.3125,0.2283435409530066,40
4,L,203.125,0.3043392957794425,39
4,L,210.9375,0.4536499873421906,38
4,L,218.75,0.5356995001774228,37
4,L,226.5625,0.6804841453547226,36
4,L,234.375,0.747228727412996,35
4,L,242.1875,0.8026218469218379,34
4,L,250.0,0.87831816345384,33
5,R,-250.0,-0.862765998762664,38
5,R,-242.1875,-0.890492632631722,39
5,R,-234.375,-0.8941913831880502,40
5,R,-226.5625,-0.9063765864890674,41
5,R,-218.75,-0.7877177748033918,42
5,R,-210.9375,-0.719327785666603,43
5,R,-203.125,-0.504159475866885,44
5,R,-195.3125,-0.3643608172416105,45
5,R,-187.5,-0.26651950527742485,46
5,R,-179.6875,-0.1746869868400542,47
5,R,-171.875,-0.0971123755176289,48
5,R,-164.0625,-0.011694726909952784,49
5,R,-156.25,0.031032872463303763,50
5,R,-148.4375,0.08140102638032169,51
5,R,-140.625,0.13533829420693005,52
5,R,-132.8125,0.1888418553241625,53
5,R,-125.0,0.22805033264591085,54
5,R,-117.1875,0.26216973948160105,55
5,R,-109.375,0.29775384057847704,56
5,R,-101.5625,0.3447954833455279,57
5,R,-93.75,0.38221428318906875,58
5,R,-85.9375,0.42152591672123635,59
5,R,-78.125,0.464750778179361,60
5,R,-70.3125,0.4950121427137756,61
5,R,-62.5,0.5346503504529568,62
5,R,-54.6875,0.5642839495787125,63
5,R,-46.875,0.5863146012354942,64
5,R,-39.0625,0.6067833260176443,65
5,R,-31.25,0.6235119475130521,66
5,R,-23.4375,0.6365848143162945,67
5,R,-15.625,0.6472263841471672,68
5,R,-7.8125,0.6520624396512241,69
5,R,0.0,0.6524023666804478,70
5,R,7.8125,0.6453752730468596,69
5,R,15.625,0.6293002714078472,68
5,R,23.4375,0.6046804601503654,67
5,R,31.25,0.5707737064222334,66
5,R,39.0625,0.5318441602309277,65
5,R,46.875,0.47391927955526414,64
5,R,54.6875,0.4214105751026019,63
5,R,62.5,0.3612496733473468,62
5,R,70.3125,0.3068942468529707,61
5,R,78.125,0.23742392813876093,60
5,R,85.9375,0.15744452998865688,59
5,R,93.75,0.0767828723561706,58
5,R,101.5625,-0.02221610147699106,57
5,R,109.375,-0.10237444499141052,56
5,R,117.1875,-0.20059693513539695,55
5,R,125.0,-0.28103907233465547,54
5,R,132.8125,-0.37427361851942464,53
5,R,140.625,-0.4543743157455033,52
5,R,148.4375,-0.5501982279849892,51
5,R,156.25,-0.6147448463869034,50
5,R,164.0625,-0.6857576321593887,49
5,R,171.875,-0.7331257870373911,48
5,R,179.6875,-0.776766086929624,47
5,R,187.5,-0.7974695834141862,46
5,R,195.3125,-0.7815492433598913,45
5,R,203.125,-0.7941246233173185,44
5,R,210.9375,-0.7641370171548275,43
5,R,218.75,-0.722050253267819,42
5,R,226.5625,-0.6460139154144339,41
5,R,234.375,-0.560943833011585,40
5,R,242.1875,-0.4613456686509771,39
5,R,250.0,-0.36529360019442886,38
6,L,-250.0,0.8581757573780422,32
6,L,-242.1875,0.8780565141452132,33
6,L,-234.375,0.8991349975236209,34
6,L,-226.5625,0.901793283297556,35
6,L,-218.75,0.8804461079154581,36
6,L,-210.9375,0.8723639978966762,37
6,L,-203.125,0.8539310761543163,38
6,L,-195.3125,0.8457828160689441,39
6,L,-187.5,0.8219318160675739,40
6,L,-179.6875,0.7992922207327695,41
6,L,-171.875,0.7741345079765785,42
6,L,-164.0625,0.7394365731629821,43
6,L,-156.25,0.7234125129552441,44
6,L,-148.4375,0.7037848121207324,45
6,L,-140.625,0.5903822034323356,46
6,L,-132.8125,0.49492498021247816,47
6,L,-125.0,0.38856627782591796,48
6,L,-117.1875,0.29743335662773357,49
6,L,-109.375,0.12510814480031265,50
6,L,-101.5625,0.020661934267120055,51
6,L,-93.75,-0.09217749025957442,52
6,L,-85.9375,-0.19360255753440186,53
6,L,-78.125,-0.27627363812439953,54
6,L,-70.3125,-0.35783227930155737,55
6,L,-62.5,-0.4186764600678991,56
6,L,-54.6875,-0.48044110757391406,57
6,L,-46.875,-0.5306406627243199,58
6,L,-39.0625,-0.5733376940291494,59
6,L,-31.25,-0.5923419454433057,60
6,L,-23.4375,-0.6059828572763662,61
6,L,-15.625,-0.6179185975574819,62
6,L,-7.8125,-0.6234543174355172,63
6,L,0.0,-0.6263373892593124,64
6,L,7.8125,-0.6205855090851796,63
6,L,15.625,-0.6161667136436018,62
6,L,23.4375,-0.6083947905288133,61
6,L,31.25,-0.6016948220996142,60
6,L,39.0625,-0.5939439876035565,59
6,L,46.875,-0.5822106007115424,58
6,L,54.6875,-0.5927738238646633,57
6,L,62.5,-0.6056167263362227,56
6,L,70.3125,-0.6171206146570952,55
6,L,78.125,-0.6225010335683583,54
6,L,85.9375,-0.6170645679870085,53
6,L,93.75,-0.607346001669262,52
6,L,101.5625,-0.5889705760726214,51
6,L,109.375,-0.5669307277566336,50
6,L,117.1875,-0.527567613542817,49
6,L,125.0,-0.4846486548749256,48
6,L,132.8125,-0.43123605012096533,47
6,L,140.625,-0.3692357251747825,46
6,L,148.4375,-0.302693230710906,45
6,L,156.25,-0.23672475986189565,44
6,L,164.0625,-0.15725225737981713,43
6,L,171.875,-0.06890563646224984,42
6,L,179.6875,0.02646783682153586,41
6,L,187.5,0.11471986077173524,40
6,L,195.3125,0.21479898930675317,39
6,L,203.125,0.29756142589412665,38
6,L,210.9375,0.4085509333627775,37
6,L,218.75,0.5252600599475598,36
6,L,226.5625,0.6183180676579451,35
6,L,234.375,0.6857944093337184,34
6,L,242.1875,0.7631425055684851,33
6,L,250.0,0.8311445186992868,32
7,R,-250.0,-0.6740362453522678,27
7,R,-242.1875,-0.7080364241681983,28
7,R,-234.375,-0.8009730613205857,29
7,R,-226.5625,-0.8427939975614801,30
7,R,-218.75,-0.896153661989594,31
7,R,-210.9375,-0.891583388752357,32
7,R,-203.125,-0.9120731546022864,33
7,R,-195.3125,-0.9205719137709889,34
7,R,-187.5,-0.9055966314280843,35
7,R,-179.6875,-0.9106450386632295,36
7,R,-171.875,-0.8984702133763967,37
7,R,-164.0625,-0.9071351608381646,38
7,R,-156.25,-0.7934302243115724,39
7,R,-148.4375,-0.5611562330505436,40
7,R,-140.625,-0.4058345430041665,41
7,R,-132.8125,-0.3044338297024695,42
7,R,-125.0,-0.1953439600977046,43
7,R,-117.1875,-0.10766752501270695,44
7,R,-109.375,-0.024650367186358664,45
7,R,-101.5625,0.06018255965773656,46
7,R,-93.75,0.1411166999083524,47
7,R,-85.9375,0.21585940096421088,48
7,R,-78.125,0.3122573048239182,49
7,R,-70.3125,0.3693033586924716,50
7,R,-62.5,0.4374839667060671,51
7,R,-54.6875,0.49850768675146945,52
7,R,-46.875,0.5473401223599611,53
7,R,-39.0625,0.5820291183020022,54
7,R,-31.25,0.6071075171673556,55
7,R,-23.4375,0.628950015640785,56
7,R,-15.625,0.6460800353056784,57
7,R,-7.8125,0.6611956633955257,58
7,R,0.0,0.668153278049695,59
7,R,7.8125,0.6736171083904632,58
7,R,15.625,0.6744906163124579,57
7,R,23.4375,0.6690989135177146,56
7,R,31.25,0.6574549626343815,55
7,R,39.0625,0.6419244235092247,54
7,R,46.875,0.6197198812709673,53
7,R,54.6875,0.5841766844527049,52
7,R,62.5,0.5643031469669252,51
7,R,70.3125,0.5399781153915211,50
7,R,78.125,0.5089952485860597,49
7,R,85.9375,0.46633395132834393,48
7,R,93.75,0.406259830650421,47
7,R,101.5625,0.3381000871308493,46
7,R,109.375,0.2653738681722299,45
7,R,117.1875,0.18241884157046667,44
7,R,125.0,0.0866494132536756,43
7,R,132.8125,-0.016011718809420497,42
7,R,140.625,-0.12930638017182672,41
7,R,148.4375,-0.2498703237717747,40
7,R,156.25,-0.3584358948261948,39
7,R,164.0625,-0.48517377970613107,38
7,R,171.875,-0.6056578198121866,37
7,R,179.6875,-0.6909346534170577,36
7,R,187.5,-0.7923027302711894,35
7,R,195.3125,-0.8634648042354319,34
7,R,203.125,-0.9104561786774896,33
7,R,210.9375,-0.9131726074380797,32
7,R,218.75,-0.8900768428287824,31
7,R,226.5625,-0.8382275826829659,30
7,R,234.375,-0.7657957624260445,29
7,R,242.1875,-0.6673214614140988,28
7,R,250.0,-0.5372583030126798,27
8,L,-250.0,0.8861915539115862,25
8,L,-242.1875,0.9060185821896785,26
8,L,-234.375,0.9271289927751992,27
8,L,-226.5625,0.9221716449289005,28
8,L,-218.75,0.9019643273071042,29
8,L,-210.9375,0.8981429490417094,30
8,L,-203.125,0.8784642436456883,31
8,L,-195.3125,0.8646325060033528,32
8,L,-187.5,0.8495295512980628,33
8,L,-179.6875,0.841581466312294,34
8,L,-171.875,0.8477392288800343,35
8,L,-164.0625,0.8446312164055013,36
8,L,-156.25,0.8140998832867793,37
8,L,-148.4375,0.8212206734732495,38
8,L,-140.625,0.8111991162407363,39
8,L,-132.8125,0.7899289063765474,40
8,L,-125.0,0.7738307224644643,41
8,L,-117.1875,0.7531077611212706,42
8,L,-109.375,0.6244706128856201,43
8,L,-101.5625,0.49986087340379454,44
8,L,-93.75,0.37475631761113387,45
8,L,-85.9375,0.23457734073659592,46
8,L,-78.125,0.08356337083021864,47
8,L,-70.3125,-0.08386380217487588,48
8,L,-62.5,-0.1984546219455912,49
8,L,-54.6875,-0.3066792742733924,50
8,L,-46.875,-0.3966289114971216,51
8,L,-39.0625,-0.4703137822528288,52
8,L,-31.25,-0.5269923859012627,53
8,L,-23.4375,-0.5834973350881267,54
8,L,-15.625,-0.6201283551019694,55
8,L,-7.8125,-0.6427873864171543,56
8,L,0.0,-0.6577512177888462,57
8,L,7.8125,-0.6632389501339923,56
8,L,15.625,-0.6646271360392247,55
8,L,23.4375,-0.6633333253743857,54
8,L,31.25,-0.6558517778285666,53
8,L,39.0625,-0.6433346790889422,52
8,L,46.875,-0.6230646488157714,51
8,L,54.6875,-0.5983959837035352,50
8,L,62.5,-0.6001633517150006,49
8,L,70.3125,-0.5928341887856058,48
8,L,78.125,-0.5788819524620001,47
8,L,85.9375,-0.5578337927905603,46
8,L,93.75,-0.5392091880665743,45
8,L,101.5625,-0.5123941867937861,44
8,L,109.375,-0.4786132739931344,43
8,L,117.1875,-0.4275752200354685,42
8,L,125.0,-0.38341212620928866,41
8,L,132.8125,-0.3325352327728949,40
8,L,140.625,-0.2728518223075079,39
8,L,148.4375,-0.19468051397894523,38
8,L,156.25,-0.13179757130307826,37
8,L,164.0625,-0.042953097945963574,36
8,L,171.875,0.04493887054323806,35
8,L,179.6875,0.14771638264333714,34
8,L,187.5,0.2516147121597307,33
8,L,195.3125,0.3396102888824399,32
8,L,203.125,0.47266238241956404,31
8,L,210.9375,0.5724175719402177,30
8,L,218.75,0.6723244946120996,29
8,L,226.5625,0.7485301494433763,28
8,L,234.375,0.8392781985369019,27
8,L,242.1875,0.8795599396388475,26
8,L,250.0,0.924216998662181,25
9,R,-250.0,-0.9190866109523933,39
9,R,-242.1875,-0.9154268072581034,40
9,R,-234.375,-0.9154626184079633,41
9,R,-226.5625,-0.9092636871972503,42
9,R,-218.75,-0.8345212603759883,43
9,R,-210.9375,-0.6326955566612296,44
9,R,-203.125,-0.5003475582199515,45
9,R,-195.3125,-0.3978406820823131,46
9,R,-187.5,-0.3029321205638967,47
9,R,-179.6875,-0.23588501969223802,48
9,R,-171.875,-0.1635714762411933,49
9,R,-164.0625,-0.11504790792539456,50
9,R,-156.25,-0.062482081100264986,51
9,R,-148.4375,-9.435486616396131e-05,52
9,R,-140.625,0.059817621678099196,53
9,R,-132.8125,0.11900200700771157,54
9,R,-125.0,0.168622062335669,55
9,R,-117.1875,0.2432650438032282,56
9,R,-109.375,0.3014044723073482,57
9,R,-101.5625,0.3642628877133026,58
9,R,-93.75,0.43557260129966846,59
9,R,-85.9375,0.4852145392691775,60
9,R,-78.125,0.5331903074786882,61
9,R,-70.3125,0.5827675116157277,62
9,R,-62.5,0.615827142692172,63
9,R,-54.6875,0.6415954079049517,64
9,R,-46.875,0.6638096465500185,65
9,R,-39.0625,0.6800712489684267,66
9,R,-31.25,0.6932163053584224,67
9,R,-23.4375,0.702384098026748,68
9,R,-15.625,0.7086257079685715,69
9,R,-7.8125,0.7119874703682135,70
9,R,0.0,0.7095333210909502,71
9,R,7.8125,0.7026703945998022,70
9,R,15.625,0.6886672557967496,69
9,R,23.4375,0.6687305934203047,68
9,R,31.25,0.6457331555444318,67
9,R,39.0625,0.6177162871737548,66
9,R,46.875,0.5826056949644572,65
9,R,54.6875,0.5420938039297818,64
9,R,62.5,0.498220711675375,63
9,R,70.3125,0.4691115084248438,62
9,R,78.125,0.428824664772624,61
9,R,85.9375,0.38404083820988233,60
9,R,93.75,0.33035237935265926,59
9,R,101.5625,0.2768395061971161,58
9,R,109.375,0.22027412038684424,57
9,R,117.1875,0.14966683787284193,56
9,R,125.0,0.07200429581022205,55
9,R,132.8125,-0.017770255312559536,54
9,R,140.625,-0.10100525380043547,53
9,R,148.4375,-0.19436411043653193,52
9,R,156.25,-0.2960035993135987,51
9,R,164.0625,-0.385225654572115,50
9,R,171.875,-0.4906099487823424,49
9,R,179.6875,-0.5861956521070297,48
9,R,187.5,-0.6556744200829089,47
9,R,195.3125,-0.7380795708650945,46
9,R,203.125,-0.8126365949218367,45
9,R,210.9375,-0.8618873708644161,44
9,R,218.75,-0.8913198806680522,43
9,R,226.5625,-0.8985980337804703,42
9,R,234.375,-0.8891207375334226,41
9,R,242.1875,-0.8487272597411096,40
9,R,250.0,-0.8059196163011775,39
10,L,-250.0,0.40148432332553047,30
10,L,-242.1875,0.4320259529246146,31
10,L,-234.375,0.46023784333584483,32
10,L,-226.5625,0.47924554380129275,33
10,L,-218.75,0.5022631043523873,34
10,L,-210.9375,0.5224807420857636,35
10,L,-203.125,0.5480419342251064,36
10,L,-195.3125,0.5703502425827537,37
10,L,-187.5,0.5999987254538675,38
10,L,-179.6875,0.6266897608777957,39
10,L,-171.875,0.6568207249427521,40
10,L,-164.0625,0.6919829673026013,41
10,L,-156.25,0.7297956730111326,42
10,L,-148.4375,0.7627654928145893,43
10,L,-140.625,0.7970107896504875,44
10,L,-132.8125,0.8333117399454094,45
10,L,-125.0,0.8648430746518885,46
10,L,-117.1875,0.8914653186804005,47
10,L,-109.375,0.8713416160994633,48
10,L,-101.5625,0.8439016451808327,49
10,L,-93.75,0.8044385587915442,50
10,L,-85.9375,0.6686679507653842,51
10,L,-78.125,0.5408183118594405,52
10,L,-70.3125,0.42362916634712805,53
10,L,-62.5,0.31603575132634953,54
10,L,-54.6875,0.2163923398542575,55
10,L,-46.875,0.11902904787073576,56
10,L,-39.0625,0.02842335324892137,57
10,L,-31.25,-0.058995598604890856,58
10,L,-23.4375,-0.13249659712960082,59
10,L,-15.625,-0.2076578446603716,60
10,L,-7.8125,-0.26137025058069147,61
10,L,0.0,-0.31670344905944464,62
